"tomatometer_rating","movie_title","tomatometer_count","genre"
71,The Private Lives of Elizabeth and Essex,7,"Classics, Drama, Romance"
71,The Woods,14,"Horror, Mystery & Suspense"
71,Victory,7,"Action & Adventure, Drama"
71,Wanted,204,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
71,Zhong Nan Hai bao biao (The Defender) (The Bodyguard from Beijing),7,"Action & Adventure, Art House & International"
70,A Tale of Love and Darkness,64,"Art House & International, Drama"
70,A Very British Gangster,23,"Art House & International, Documentary, Drama, Special Interest"
70,A Wake In Providence (Almost Married),10,"Comedy, Special Interest"
70,Commando,33,Action & Adventure
70,Curious George,105,"Animation, Comedy, Kids & Family"
70,"Definitely, Maybe",147,"Comedy, Romance"
70,Father of the Bride,43,Comedy
70,Freaky Friday,23,"Comedy, Kids & Family, Science Fiction & Fantasy"
70,Grace,30,"Drama, Horror"
70,Kal Ho Naa Ho,10,"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance"
70,Morning Glory,10,"Classics, Drama"
70,Nighthawks,20,Action & Adventure
70,Red,27,"Drama, Mystery & Suspense"
70,Restoration,33,"Drama, Romance"
70,The Duchess of Langeais (Ne Touchez Pas La Hache)(Don't Touch the Axe),66,"Art House & International, Drama, Romance"
69,"1776",16,"Classics, Drama, Musical & Performing Arts"
69,"5 to 7",55,"Comedy, Romance"
69,"6 Years",13,"Drama, Romance"
69,A Bottle in the Gaza Sea,13,Drama
69,A Little Romance,26,"Art House & International, Comedy, Drama, Romance"
69,Black Sunday,26,"Action & Adventure, Drama, Horror, Mystery & Suspense"
69,Christmas in the Clouds,35,"Comedy, Kids & Family, Romance"
69,Cocaine Cowboys,51,Documentary
69,Criminal,124,"Drama, Mystery & Suspense"
69,Darling,13,"Art House & International, Classics, Comedy, Drama, Romance"
69,Life During Wartime,104,"Comedy, Drama"
69,Loren Cass,13,"Drama, Musical & Performing Arts"
69,Moli?re,88,Comedy
69,Mystery of the Nile,16,"Documentary, Special Interest"
69,Shallow Grave,48,"Comedy, Drama, Mystery & Suspense"
69,Suspect,16,"Drama, Horror, Mystery & Suspense"
69,The Book of Revelation,13,"Drama, Horror, Musical & Performing Arts, Mystery & Suspense"
69,The Boys from Brazil,32,"Action & Adventure, Drama, Mystery & Suspense"
68,"10",22,"Comedy, Romance"
68,"10 Things I Hate About You",75,Comedy
68,"68 Kill",22,"Comedy, Romance"
68,A Fierce Green Fire,19,"Documentary, Special Interest"
68,Amazing Grace,125,"Drama, Mystery & Suspense"
68,Babies,113,"Documentary, Special Interest"
68,Ben X,38,"Art House & International, Drama, Mystery & Suspense"
68,Cliffhanger,53,Action & Adventure
68,Evil (Ondskan),38,"Art House & International, Drama"
68,Lolita,25,"Drama, Romance"
68,Mutiny on the Bounty,19,"Action & Adventure, Classics, Drama"
68,My One and Only,71,Comedy
68,Public Enemies,276,"Action & Adventure, Drama"
68,Shutter Island,253,"Action & Adventure, Drama, Mystery & Suspense"
68,Tango,22,"Art House & International, Drama, Musical & Performing Arts"
68,The Crucible,62,Drama
68,Wall (Mur),31,"Art House & International, Documentary, Special Interest"
67,"101 Dalmatians II: Patch's London Adventure",6,"Animation, Kids & Family, Musical & Performing Arts"
67,"10x10",9,Mystery & Suspense
67,"14 Blades",12,"Action & Adventure, Art House & International"
67,"17 Girls",21,Drama
67,"30 Years to Life",9,Comedy
67,A Futile and Stupid Gesture,43,Comedy
67,A Short History Of Decay,12,Comedy
67,A Walk Among the Tombstones,158,"Action & Adventure, Drama"
67,Aaja Nachle,6,"Art House & International, Drama, Musical & Performing Arts, Romance"
67,Abominable,15,Horror
67,Alice in Wonderland,6,"Kids & Family, Science Fiction & Fantasy"
67,An Englishman in New York,9,"Comedy, Drama"
67,BLAST!,12,"Action & Adventure, Documentary"
67,Che: Part One (The Argentine),140,"Art House & International, Drama"
67,Dead Reckoning,6,"Classics, Drama, Mystery & Suspense"
67,Death in Venice,21,Drama
67,Deep Blue,52,"Documentary, Special Interest"
67,Dreamland,15,"Art House & International, Drama"
67,Everyday People,9,Drama
67,Exodus,15,"Classics, Drama"
67,Flying Tigers,9,"Action & Adventure, Classics, Drama"
67,Funny Games,33,"Art House & International, Mystery & Suspense"
67,Game of Death,9,"Action & Adventure, Art House & International"
67,Gulliver's Travels,12,"Action & Adventure, Animation, Classics, Comedy, Kids & Family"
67,Hawaii,9,"Action & Adventure, Classics, Drama"
67,It's a Boy Girl Thing,9,"Comedy, Romance"
67,"Jackie Chan's Project A2 ('A' gai wak juk jap) (Project A, Part II)",6,"Action & Adventure, Art House & International, Comedy"
67,"Manson, My Name Is Evil",9,"Comedy, Drama, Science Fiction & Fantasy"
67,Memphis Belle,24,"Action & Adventure, Drama"
67,Monanieba (Repentance),12,"Art House & International, Drama"
67,Mr. & Mrs. Smith,21,"Classics, Comedy, Romance"
67,On a Clear Day,67,"Comedy, Drama"
67,On the Edge,9,Drama
67,Othello,39,"Drama, Romance"
67,Patti Smith: Dream of Life,39,"Documentary, Musical & Performing Arts"
67,Red Heat,24,"Action & Adventure, Classics, Drama"
67,Selena,42,Drama
67,Shaft,115,"Action & Adventure, Drama"
67,Stupidity,6,"Documentary, Special Interest"
67,The 11th Hour,92,"Documentary, Special Interest"
67,The Auteur,6,Comedy
67,The Big Brawl (Battle Creek Brawl),6,"Action & Adventure, Comedy"
67,The Big Sleep,6,"Art House & International, Drama, Mystery & Suspense"
67,The Bridge,58,"Documentary, Drama"
67,The Dark Mirror,6,"Drama, Mystery & Suspense"
67,The Eagle Has Landed,9,"Action & Adventure, Art House & International, Mystery & Suspense"
67,The End of the Affair,66,"Drama, Romance"
67,The Hills Have Eyes,24,"Horror, Mystery & Suspense"
67,The Mighty Celt,6,Drama
67,The Miracle,9,Drama
67,The Notebook,36,"Art House & International, Drama"
67,The Prisoner,6,"Art House & International, Classics, Drama"
67,The Prowler,6,Horror
67,The Shaggy Dog,18,"Classics, Comedy, Kids & Family, Science Fiction & Fantasy"
67,The Silent Partner,6,"Comedy, Drama, Mystery & Suspense, Romance"
67,William Shakespeare's 'A Midsummer Night's Dream',79,"Comedy, Drama, Science Fiction & Fantasy"
66,"2 Days in New York",107,"Comedy, Drama"
66,A Time to Kill,53,"Drama, Mystery & Suspense"
66,Adam,131,"Drama, Romance"
66,Boiler Room,101,"Drama, Mystery & Suspense"
66,Carriers,35,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy"
66,Frankie & Johnny,29,"Comedy, Drama, Romance"
66,Heist,129,"Drama, Mystery & Suspense"
66,Paris,71,"Art House & International, Comedy, Drama, Romance"
66,Pride and Prejudice,29,"Comedy, Romance"
66,The Blind Side,201,"Comedy, Drama, Sports & Fitness"
66,The Jane Austen Book Club,115,"Comedy, Drama, Romance"
66,The Rock,64,Action & Adventure
66,Vitus,61,"Art House & International, Drama"
65,"13 Going on 30",167,"Comedy, Romance"
65,"13 Sins",43,"Horror, Mystery & Suspense"
65,"2010",34,"Mystery & Suspense, Science Fiction & Fantasy"
65,Antik�rper (Antibodies),20,"Drama, Horror, Mystery & Suspense"
65,Deja Vu,20,Drama
65,Funny Farm,20,Comedy
65,Helen,20,Drama
65,Hero,20,"Comedy, Drama"
65,Independence Day,71,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
65,Predators,198,"Action & Adventure, Horror, Science Fiction & Fantasy"
65,Rounders,79,Drama
65,Sabrina,48,"Comedy, Drama, Romance"
65,Zack and Miri Make a Porno,199,"Comedy, Drama, Romance"
64,"2 Guns",183,"Action & Adventure, Drama, Mystery & Suspense"
64,"8: The Mormon Proposition",36,"Documentary, Special Interest, Faith & Spirituality"
64,A Five Star Life,33,"Art House & International, Drama, Romance"
64,Asylum,11,"Documentary, Horror, Mystery & Suspense, Science Fiction & Fantasy, Special Interest, Romance"
64,Bunt. Delo Litvinenko (Poisoned by Polonium: The Litvinenko File) (Rebellion: The Litvinenko Case),11,"Documentary, Special Interest"
64,Carried Away,22,"Drama, Romance"
64,Dinosaur,123,"Action & Adventure, Animation, Kids & Family"
64,Gypsy,14,"Classics, Musical & Performing Arts"
64,High School Musical 3: Senior Year,129,Musical & Performing Arts
64,Saint Ralph,69,"Comedy, Drama"
64,The Arrival,33,"Mystery & Suspense, Science Fiction & Fantasy"
64,The Disappeared,14,"Art House & International, Drama, Horror, Mystery & Suspense"
64,The Escapist,45,"Art House & International, Mystery & Suspense"
64,The Mission,25,"Art House & International, Drama"
64,The Odessa File,14,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense"
64,Time and Tide (Shun liu Ni liu),44,"Action & Adventure, Art House & International, Drama"
63,"5 Children and It",8,"Drama, Kids & Family, Science Fiction & Fantasy"
63,A Month Of Sundays,19,"Art House & International, Comedy"
63,A Perfect Getaway,136,"Action & Adventure, Mystery & Suspense"
63,A Simple Curve,8,"Art House & International, Drama"
63,Brothers,156,"Drama, Mystery & Suspense"
63,Contact,63,"Mystery & Suspense, Science Fiction & Fantasy"
63,Dick Tracy,49,"Action & Adventure, Comedy, Drama"
63,Dracula,16,"Art House & International, Drama, Horror, Romance"
63,Excellent Cadavers,8,Drama
63,Frozen,95,"Drama, Horror, Mystery & Suspense"
63,Home for the Holidays,49,"Comedy, Drama, Kids & Family"
63,Howl,107,"Animation, Drama, Special Interest"
63,Madeline,30,"Comedy, Kids & Family"
63,Man on the Moon,119,"Comedy, Drama"
63,Neighbors,8,Comedy
63,Samson and Delilah,8,"Classics, Drama"
63,Saving Grace,89,"Comedy, Drama"
63,Shakedown,8,"Action & Adventure, Drama, Mystery & Suspense"
63,Sleeping Dogs Lie,52,"Comedy, Drama"
63,The 4th Dimension,8,"Drama, Science Fiction & Fantasy"
63,The Art Of Travel,8,"Action & Adventure, Art House & International, Drama, Romance"
63,The Bad Seed,27,"Classics, Drama, Horror, Mystery & Suspense"
63,The Brothers,67,"Comedy, Romance"
63,The Last Supper,35,"Comedy, Drama"
63,The New World,184,"Action & Adventure, Drama, Romance"
63,White Fang,19,"Action & Adventure, Drama, Kids & Family"
63,Wild Side,16,"Art House & International, Drama"
62,A Film with Me in It,13,"Comedy, Mystery & Suspense"
62,Alive,26,"Action & Adventure, Drama"
62,Cabin Fever,140,"Horror, Mystery & Suspense"
62,Changeling,206,"Drama, Mystery & Suspense"
62,Dolls,13,Horror
62,Extract,186,Comedy
62,Infinity,13,"Drama, Romance"
62,Land of Plenty,26,Drama
62,Leap of Faith,21,"Comedy, Drama"
62,Pulse,13,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
62,Salt,242,"Action & Adventure, Mystery & Suspense"
62,Summer School,29,Comedy
62,The Duchess,169,Drama
62,The Impostors,37,Comedy
62,The Lottery,13,"Documentary, Special Interest"
61,Cat People,46,"Drama, Horror, Mystery & Suspense"
61,Cleopatra,36,"Classics, Drama"
61,Felon,23,"Action & Adventure, Drama, Mystery & Suspense"
61,Jarhead,198,Drama
61,Leaves of Grass,38,"Comedy, Drama, Mystery & Suspense"
61,Moonraker,49,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
61,Quid Pro Quo,36,"Drama, Mystery & Suspense"
61,The Express,118,Drama
61,The Missing Person,23,"Comedy, Drama, Mystery & Suspense"
61,The Patriot,134,"Action & Adventure, Drama"
61,The Terminal,206,"Comedy, Drama"
61,Valentin,67,"Art House & International, Comedy, Drama"
60,"10 Years",57,"Comedy, Drama"
60,"100 Girls",5,"Comedy, Romance"
60,"300",231,"Action & Adventure, Drama"
60,"71 Fragmente einer Chronologie des Zufalls (71 Fragments of a Chronology of Chance)",5,"Art House & International, Drama, Special Interest"
60,A Dog's Way Home,78,Drama
60,A Horrible Way to Die,10,"Horror, Mystery & Suspense"
60,A Marine Story,5,Drama
60,Center Stage: Turn It Up,5,Drama
60,Cocaine Angel,5,"Art House & International, Drama"
60,Conquest of Space,5,"Classics, Science Fiction & Fantasy"
60,D?moni (Demons),10,"Art House & International, Horror"
60,Deep Blue Sea,112,"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy"
60,Door to Door,5,"Drama, Television"
60,Double Vision,5,"Action & Adventure, Art House & International, Horror, Musical & Performing Arts, Mystery & Suspense"
60,Dracula,5,"Horror, Mystery & Suspense"
60,Easy Money,10,"Action & Adventure, Comedy"
60,Heartlands,5,"Comedy, Drama"
60,Heaven,5,"Documentary, Special Interest"
60,Heavy Metal,30,"Action & Adventure, Animation, Science Fiction & Fantasy"
60,Impact,5,"Classics, Drama, Mystery & Suspense"
60,Late Night Shopping,5,"Comedy, Drama"
60,Look,35,"Comedy, Drama"
60,Lucky,5,"Documentary, Special Interest"
60,Moonlight,10,"Drama, Mystery & Suspense"
60,Oliver Twist,141,"Drama, Kids & Family"
60,Phoebe in Wonderland,53,"Drama, Science Fiction & Fantasy"
60,Popeye,30,"Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts"
60,Running Scared,20,"Action & Adventure, Comedy"
60,Shank,5,Drama
60,She,5,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy"
60,Tempest,10,"Comedy, Documentary, Drama, Special Interest"
60,The Assignment,20,"Action & Adventure, Mystery & Suspense"
60,The Black Scorpion,5,"Classics, Horror, Science Fiction & Fantasy"
60,The Out-of-Towners,15,"Classics, Comedy"
60,The Prince and the Pauper,5,"Action & Adventure, Classics, Drama"
60,The Unknown Soldier,10,"Art House & International, Documentary, Special Interest"
60,Twilight,55,Mystery & Suspense
60,Viva,48,"Art House & International, Comedy, Drama, Musical & Performing Arts"
60,Voices of Iraq,15,"Documentary, Special Interest"
60,Witness Protection,5,"Drama, Mystery & Suspense, Television"
59,"2 Days in the Valley",54,"Comedy, Drama, Mystery & Suspense"
59,Brainstorm,17,"Mystery & Suspense, Science Fiction & Fantasy"
59,Red Doors,22,"Comedy, Drama"
59,The Mummy,90,"Action & Adventure, Horror, Mystery & Suspense"
58,A Bag of Hammers,19,"Comedy, Drama"
58,Fun with Dick and Jane,12,Comedy
58,Indian Summer,19,"Art House & International, Comedy"
58,Interview,125,"Art House & International, Drama"
58,It's Complicated,180,"Comedy, Romance"
58,Lockdown,12,"Drama, Mystery & Suspense"
58,Mystery Team,19,"Comedy, Mystery & Suspense"
58,Narrow Margin,12,"Action & Adventure, Mystery & Suspense"
58,Noise,45,"Comedy, Drama"
58,Road Trip,92,Comedy
58,Sacred Planet,24,"Documentary, Drama, Special Interest"
58,Shelter,19,"Drama, Romance"
58,Short Circuit,36,"Comedy, Kids & Family, Science Fiction & Fantasy"
58,The Missing,173,"Action & Adventure, Drama, Special Interest, Western"
57,"1:54",7,"Art House & International, Drama"
57,"4/20 Massacre",7,Horror
57,"9",183,"Action & Adventure, Animation, Drama, Science Fiction & Fantasy"
57,A Date with Judy,7,"Classics, Comedy, Musical & Performing Arts"
57,"A Galaxy Far, Far Away",7,"Cult Movies, Documentary, Special Interest, Television"
57,Art & Copy,28,"Documentary, Special Interest"
57,Beat,7,Drama
57,Breakfast on Pluto,120,"Comedy, Drama"
57,Brother's Keeper,7,"Drama, Horror, Mystery & Suspense"
57,Dream Lover,14,"Drama, Mystery & Suspense"
57,Forever Young,23,"Drama, Kids & Family, Science Fiction & Fantasy, Romance"
57,Franklyn,30,"Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance"
57,George of the Jungle,53,"Action & Adventure, Comedy, Kids & Family"
57,Hamlet,89,"Drama, Mystery & Suspense, Romance"
57,Jack Frost,7,"Animation, Kids & Family, Musical & Performing Arts, Television"
57,Jungle Book,14,"Action & Adventure, Classics, Drama"
57,Mata Hari,7,"Action & Adventure, Classics, Drama, Mystery & Suspense, Romance"
57,New York,7,"Action & Adventure, Art House & International, Drama"
57,Only When I Laugh,7,"Comedy, Drama"
57,Paheli,7,"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy"
57,Passion (Godard's Passion),7,Drama
57,Rich and Famous,14,"Comedy, Drama"
57,Simon,7,"Comedy, Science Fiction & Fantasy"
57,Suicide Club,7,"Art House & International, Horror, Mystery & Suspense"
57,The Gift,119,"Drama, Mystery & Suspense"
57,The Hills Run Red,7,Horror
57,The Perfect Game,44,"Drama, Kids & Family, Sports & Fitness"
57,The Poker House,7,Drama
57,The Quick and the Dead,40,"Action & Adventure, Cult Movies, Western"
57,Tough Guys,14,Comedy
57,Trauma (Dario Argento's Trauma),7,"Horror, Mystery & Suspense"
57,Twister,54,"Action & Adventure, Drama"
57,Wildflowers,7,Drama
56,"16 Blocks",162,"Action & Adventure, Drama, Mystery & Suspense"
56,"17 Again",146,"Comedy, Drama, Science Fiction & Fantasy"
56,"388 Arletta Avenue",9,"Art House & International, Drama, Mystery & Suspense"
56,A Mother's Courage: Talking Back To Autism (S�lskinsdrengurinn),9,"Art House & International, Documentary, Special Interest"
56,A Perfect Murder,52,Mystery & Suspense
56,A Prayer for the Dying,9,"Action & Adventure, Art House & International, Drama"
56,Blind Terror (See No Evil),9,"Drama, Horror, Mystery & Suspense"
56,Fix,9,"Action & Adventure, Drama"
56,Glory Road,151,"Drama, Sports & Fitness"
56,Homo Faber (Voyager),9,"Art House & International, Drama, Romance"
56,Marie Antoinette,212,"Documentary, Drama"
56,Ned Kelly,54,"Action & Adventure, Drama, Western"
56,New World Order,9,"Documentary, Special Interest"
56,Next of Kin,9,"Action & Adventure, Drama"
56,Orphan,153,"Drama, Horror, Mystery & Suspense"
56,Quarantine,85,"Horror, Mystery & Suspense"
56,Randy and the Mob,9,"Comedy, Documentary"
56,Savage Messiah,9,Drama
56,Sidewalks of New York,94,"Comedy, Drama, Romance"
56,The Cutting Edge,34,"Comedy, Drama, Romance"
56,The Girl Next Door,159,"Comedy, Drama"
56,The Island of Dr. Moreau,25,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy"
56,The Pit and the Pendulum,9,Horror
56,Uncommon Valor,9,"Action & Adventure, Drama"
56,Waveriders,16,"Action & Adventure, Documentary, Sports & Fitness"
56,Weird Science,32,"Comedy, Science Fiction & Fantasy"
56,Wide Sargasso Sea,16,"Art House & International, Drama, Romance"
56,Year of the Dragon,18,"Action & Adventure, Drama"
55,A Burning Hot Summer,11,Drama
55,A Nightmare on Elm Street 4: The Dream Master,29,Horror
55,Body of Lies,211,"Drama, Mystery & Suspense"
55,Cimarron,20,"Classics, Drama, Western"
55,Flawless,95,"Drama, Mystery & Suspense"
55,Jamaica Inn,20,"Action & Adventure, Art House & International, Classics, Mystery & Suspense"
55,Jesus Christ Superstar,22,"Drama, Musical & Performing Arts, Faith & Spirituality"
55,Kicking and Screaming,38,"Art House & International, Comedy, Drama"
55,Mighty Joe Young,49,"Action & Adventure, Drama, Kids & Family"
55,Pocahontas,56,"Action & Adventure, Animation, Drama"
55,Spiral,11,"Drama, Mystery & Suspense"
55,Step Brothers,204,Comedy
54,"47 Meters Down",154,Mystery & Suspense
54,Adam & Steve,37,"Comedy, Drama"
54,Blade,101,"Action & Adventure, Horror, Science Fiction & Fantasy"
54,Closing Escrow,13,Comedy
54,Gone,13,"Horror, Mystery & Suspense"
54,Invincible,52,"Art House & International, Drama"
54,Jumanji,37,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy, Romance"
54,Let's Get Frank,13,"Documentary, Special Interest"
54,Lies,13,"Art House & International, Drama"
54,Malena,78,"Art House & International, Drama, Romance"
54,Married Life,118,"Comedy, Drama, Mystery & Suspense, Romance"
54,Payback,74,"Action & Adventure, Drama, Mystery & Suspense"
54,Robin Hood,28,"Action & Adventure, Animation, Kids & Family, Musical & Performing Arts, Romance"
54,The Dream Team,13,Comedy
54,The Hunting Party,92,"Action & Adventure, Comedy, Mystery & Suspense"
54,True Crime,41,"Drama, Mystery & Suspense"
53,"1900 (Novecento)",17,"Art House & International, Drama"
53,A Four Letter Word,17,"Comedy, Romance, Gay & Lesbian"
53,A Kid Like Jake,45,Drama
53,Antichrist,175,"Art House & International, Drama, Horror, Mystery & Suspense"
53,Broken Arrow,32,"Action & Adventure, Mystery & Suspense"
53,Disney's A Christmas Carol,197,"Animation, Drama, Kids & Family, Science Fiction & Fantasy"
53,Dune,47,Science Fiction & Fantasy
53,Going the Distance,165,"Comedy, Romance"
53,Green Zone,186,"Drama, Mystery & Suspense"
53,Heartbreakers,122,Comedy
53,King Kong,38,"Action & Adventure, Horror, Science Fiction & Fantasy"
53,Last Night,68,"Drama, Romance"
53,My Girl,17,"Comedy, Drama, Kids & Family"
53,Stone of Destiny,17,"Action & Adventure, Comedy, Drama"
53,Tacones Lejanos (High Heels),15,"Art House & International, Comedy, Drama, Romance"
53,The Fast and the Furious,149,"Action & Adventure, Drama"
53,The Greatest,58,Drama
53,The Promotion,77,Comedy
53,Triangle (Tie saam gok),15,"Action & Adventure, Art House & International"
53,Union Square,15,"Documentary, Drama, Special Interest"
53,Vinyan,19,"Art House & International, Drama, Horror, Mystery & Suspense"
52,"24 Hours to Live",21,"Action & Adventure, Drama, Mystery & Suspense"
52,Black Rain,21,"Action & Adventure, Drama, Mystery & Suspense"
52,Easy Virtue,125,"Comedy, Romance"
52,For Your Consideration,161,Comedy
52,Funny Games,144,Mystery & Suspense
52,Only You,33,"Comedy, Romance"
52,Promised Land,152,Drama
52,Return to Oz,33,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
51,"12 Strong",166,"Action & Adventure, Drama"
51,"13 Hours: The Secret Soldiers Of Benghazi",220,"Action & Adventure, Drama"
51,"30 Days of Night",158,"Horror, Mystery & Suspense"
51,A Single Shot,47,"Drama, Mystery & Suspense"
51,Alice in Wonderland,273,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
51,Anna and the King,100,"Classics, Drama, Romance"
51,Chloe,161,"Drama, Mystery & Suspense"
51,Footloose,39,"Drama, Musical & Performing Arts, Romance"
51,Notorious,144,"Drama, Musical & Performing Arts"
51,Sudden Death,35,"Action & Adventure, Drama, Mystery & Suspense"
51,The Taking of Pelham 1 2 3,228,"Action & Adventure, Mystery & Suspense"
51,The Three Stooges,148,Comedy
51,Tron Legacy,239,"Action & Adventure, Science Fiction & Fantasy"
50,"24 Hours on Craigslist",10,"Documentary, Special Interest"
50,"3 from Hell",26,Horror
50,"55 Steps",8,Drama
50,A Distant Trumpet,8,Western
50,A Dog's Journey,82,"Drama, Kids & Family"
50,A Home of Our Own,12,"Drama, Kids & Family"
50,Bad Timing,10,Mystery & Suspense
50,Blood and Tears: The Arab-Israeli Conflict,6,Documentary
50,Broken Hill,6,"Drama, Kids & Family"
50,Dead Birds,8,"Drama, Horror, Mystery & Suspense"
50,Dirty Laundry,12,"Art House & International, Comedy, Documentary, Drama, Special Interest"
50,Dragnet,34,"Action & Adventure, Comedy"
50,Evil Aliens,12,"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy"
50,Fandango,6,"Comedy, Drama"
50,Godzilla: Final Wars,12,"Action & Adventure, Art House & International, Horror, Mystery & Suspense, Science Fiction & Fantasy"
50,Hush,8,Mystery & Suspense
50,I corpi presentano tracce di violenza carnale (Torso) (Bodies Bear Traces of Carnal Violence),8,"Art House & International, Horror, Mystery & Suspense"
50,Kingpin,38,Comedy
50,La MISSION,26,Drama
50,Laaga Chunari Mein Daag - Journey of a Woman,6,"Art House & International, Drama"
50,Life,54,"Comedy, Drama"
50,Lift,10,"Drama, Mystery & Suspense"
50,No Man's Land,6,"Action & Adventure, Drama"
50,One Week,8,Drama
50,Out of the Dark,6,"Comedy, Drama, Horror, Mystery & Suspense"
50,Point of No Return (The Assassin),24,"Action & Adventure, Drama, Mystery & Suspense"
50,Power,12,Drama
50,Shuttle,22,Mystery & Suspense
50,Straight Into Darkness,6,"Action & Adventure, Drama"
50,Suck,10,"Comedy, Horror, Musical & Performing Arts"
50,The Alamo,20,"Action & Adventure, Classics, Drama, Western"
50,The Dogwalker,10,Comedy
50,The Hunter,12,"Action & Adventure, Drama, Mystery & Suspense, Television"
50,The Prize,8,"Action & Adventure, Classics, Drama, Mystery & Suspense"
50,The Razor's Edge,16,Drama
50,The Silence,6,"Action & Adventure, Drama, Mystery & Suspense, Television"
50,Volcano,46,"Action & Adventure, Drama, Mystery & Suspense"
50,War Child,6,"Documentary, Musical & Performing Arts, Special Interest"
50,Wind,12,"Action & Adventure, Drama"
50,Wuthering Heights,6,"Art House & International, Classics, Drama, Romance"
50,"Yours, Mine and Ours",12,"Classics, Comedy, Kids & Family"
49,Bedazzled,113,"Comedy, Science Fiction & Fantasy"
49,Before the Rains,67,Drama
49,Femme Fatale,137,"Drama, Horror, Mystery & Suspense"
49,Human Nature,94,"Comedy, Drama, Romance"
49,Man in the Chair,35,"Comedy, Drama"
49,Percy Jackson & the Olympians: The Lightning Thief,144,"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy"
49,RoboCop,211,"Action & Adventure, Science Fiction & Fantasy"
49,Smart People,148,"Comedy, Drama, Romance"
49,The A-Team,212,"Action & Adventure, Comedy"
49,The Broken,39,"Horror, Mystery & Suspense"
49,Under Suspicion,45,"Art House & International, Drama, Mystery & Suspense"
48,A Little Chaos,92,"Art House & International, Drama"
48,Big Trouble,112,"Comedy, Drama"
48,Black Widow,21,"Drama, Mystery & Suspense"
48,Coastlines,25,Drama
48,Driving Lessons,75,"Comedy, Drama"
48,Harriet the Spy,31,"Action & Adventure, Comedy, Kids & Family"
48,My Sister's Keeper,136,Drama
48,Ong Bak 2,69,"Action & Adventure, Art House & International"
48,Picture Perfect,42,"Comedy, Romance"
48,The Losers,164,"Action & Adventure, Drama, Mystery & Suspense"
48,The Twilight Saga: Eclipse,243,"Drama, Science Fiction & Fantasy, Romance"
47,"28 Hotel Rooms",15,"Drama, Romance"
47,"31",45,Horror
47,"4:44 Last Day on Earth",30,"Drama, Science Fiction & Fantasy"
47,A Case of You,19,"Comedy, Romance"
47,A Christmas Prince: The Royal Wedding,15,Romance
47,A Walk In The Woods,165,"Action & Adventure, Comedy, Drama"
47,Brother,74,"Action & Adventure, Art House & International, Drama, Mystery & Suspense"
47,Coffee Date,17,"Comedy, Drama"
47,Death in Love,19,Drama
47,Everybody's Fine,141,"Comedy, Drama"
47,Hoodwinked,124,"Animation, Comedy, Kids & Family"
47,Masquerade,15,"Horror, Mystery & Suspense, Romance"
47,Mister Lonely,72,"Art House & International, Comedy, Drama, Special Interest"
47,Summer Storm (Sommersturm),32,"Art House & International, Comedy, Drama, Romance, Sports & Fitness"
47,The Manhattan Project,17,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy"
47,The Vanishing,36,Mystery & Suspense
47,True Colors,15,Drama
47,We're No Angels,19,"Comedy, Romance"
46,"2 Brothers & a Bride",13,Comedy
46,Bliss,13,"Drama, Romance"
46,Bobby,174,Drama
46,Creation,113,Drama
46,Ice Age: Dawn of the Dinosaurs (Ice Age 3),163,"Action & Adventure, Animation, Comedy, Kids & Family"
46,No Smoking,13,"Art House & International, Comedy"
46,Red Dawn,24,Action & Adventure
46,Rent,173,"Comedy, Musical & Performing Arts, Romance"
46,Run Fatboy Run,153,Comedy
46,Shiner,13,Mystery & Suspense
46,The Babe,37,Drama
46,The Killer Elite,13,"Action & Adventure, Drama, Mystery & Suspense"
46,Three Amigos!,39,"Comedy, Western"
45,"3",31,"Art House & International, Comedy, Drama, Romance"
45,"300: Rise of an Empire",192,"Action & Adventure, Drama"
45,"5 Flights Up",62,Drama
45,"50 First Dates",175,Comedy
45,A Breath Away (Dans la brume),11,"Art House & International, Science Fiction & Fantasy"
45,Committed,40,"Comedy, Drama"
45,Hellbent,40,"Drama, Horror, Mystery & Suspense"
45,Luther,62,"Drama, Faith & Spirituality"
45,Made in Heaven,11,"Comedy, Drama, Science Fiction & Fantasy, Romance"
45,Mammoth (Mammut),42,"Art House & International, Drama"
45,Pathology,22,"Drama, Mystery & Suspense"
