"tomatometer_rating","movie_title","tomatometer_count","genre"
88,Scent of a Woman,43,Drama
88,Shaft,40,"Action & Adventure, Classics"
88,Shivers (They Came from Within) (The Parasite Murders),24,"Horror, Science Fiction & Fantasy"
88,Sin Nombre,119,"Drama, Mystery & Suspense"
88,Sleeping Beauty,42,"Animation, Classics, Kids & Family, Science Fiction & Fantasy"
88,The Commitments,43,"Comedy, Drama, Musical & Performing Arts"
88,The Enforcer,8,"Classics, Drama, Mystery & Suspense"
88,The Importance of Being Earnest,24,"Classics, Comedy"
88,The King of Comedy,58,"Comedy, Drama, Mystery & Suspense"
88,The Little Princess,8,"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts"
88,The Magnificent Seven,43,"Action & Adventure, Classics, Drama, Western"
88,The Mark of Zorro,8,"Action & Adventure, Classics, Western, Romance"
88,The Old Man and the Sea,8,"Action & Adventure, Classics, Drama"
88,The Secret Garden,42,"Drama, Kids & Family"
88,The St. Valentine's Day Massacre,8,"Action & Adventure, Cult Movies, Drama, Mystery & Suspense"
88,To Die For,57,"Comedy, Drama, Mystery & Suspense"
88,Where the Boys Are,8,"Classics, Comedy, Drama, Romance"
88,World's Greatest Dad,118,"Comedy, Drama"
87,"2 Days in Paris",118,"Art House & International, Comedy, Drama, Romance"
87,"3-Iron",92,"Drama, Romance"
87,"84 Charing Cross Road",15,"Drama, Romance"
87,A Brilliant Young Mind,75,"Comedy, Drama"
87,A Field in England,71,"Drama, Horror"
87,A Monster in Paris,23,"Animation, Kids & Family"
87,A Most Wanted Man,193,"Drama, Mystery & Suspense"
87,A Poem Is A Naked Person,38,Documentary
87,A Space Program,15,Drama
87,A Suitable Girl,15,Documentary
87,Amreeka,71,Drama
87,Dostana,15,"Art House & International, Comedy"
87,Fearless,38,Drama
87,L' Avocat de la Terreur (Terror's Advocate),46,"Art House & International, Documentary, Special Interest"
87,Lightning in a Bottle,62,"Documentary, Musical & Performing Arts, Special Interest"
87,Mayor of the Sunset Strip,77,"Documentary, Musical & Performing Arts"
87,Stakeout,23,"Comedy, Mystery & Suspense"
87,The Haunting,39,"Classics, Horror"
87,The Jungle Book,39,"Action & Adventure, Animation, Kids & Family, Musical & Performing Arts, Romance"
87,The Long Walk Home,15,Drama
87,The Motel,31,"Comedy, Drama"
86,"24 Hour Party People",99,"Comedy, Drama, Musical & Performing Arts"
86,"28 Days Later",227,"Horror, Science Fiction & Fantasy"
86,"6 Balloons",29,Drama
86,"7 Days (Les 7 jours du talion)",14,"Art House & International, Horror, Mystery & Suspense"
86,A Birder's Guide To Everything,22,Comedy
86,A Monster Calls,257,"Comedy, Drama, Kids & Family, Science Fiction & Fantasy"
86,A Sinner in Mecca,14,Documentary
86,A Very Sordid Wedding,7,Comedy
86,Big Fan,88,"Comedy, Drama"
86,Blackmail,21,"Classics, Drama, Mystery & Suspense"
86,Carnival of Souls,35,"Classics, Comedy, Horror, Mystery & Suspense"
86,Cloudy With a Chance of Meatballs,142,"Animation, Comedy, Kids & Family"
86,Deep Cover,21,"Action & Adventure, Drama, Mystery & Suspense"
86,East of Eden,37,"Classics, Drama"
86,Edipo re (Oedipus Rex),7,"Art House & International, Drama"
86,Guinevere,35,"Comedy, Drama, Romance"
86,Heat,80,"Action & Adventure, Mystery & Suspense"
86,Moby Dick,21,"Action & Adventure, Classics, Drama"
86,Night Nurse,7,Drama
86,Orlacs H�nde (The Hands of Orlac),7,"Art House & International, Horror, Mystery & Suspense"
86,Our Town,7,"Classics, Drama"
86,Persuasion,28,"Drama, Romance"
86,Please Give,140,Comedy
86,Pride and Prejudice,175,"Comedy, Drama, Romance"
86,Prodigal Sons,29,"Documentary, Special Interest"
86,Requiem,35,"Art House & International, Drama, Horror, Mystery & Suspense"
86,"Sorry, Wrong Number",22,"Classics, Drama, Horror, Mystery & Suspense"
86,The Boston Strangler,14,"Classics, Drama, Mystery & Suspense"
86,The Burning,7,Horror
86,The Champ,7,"Classics, Drama, Kids & Family"
86,The Country Girl,7,"Classics, Drama"
86,The Desperate Hours,7,"Classics, Drama, Mystery & Suspense"
86,The Fugitive,7,Drama
86,The Hoax,152,"Comedy, Drama"
86,The Intruder (L'Intrus),29,"Art House & International, Drama"
86,The Naked City,21,"Classics, Drama, Mystery & Suspense"
86,The Parent Trap,50,"Comedy, Kids & Family"
86,The Quiet American,155,"Drama, Mystery & Suspense, Romance"
86,The Snow Walker,14,"Action & Adventure, Drama"
86,The Taming of the Shrew,22,"Classics, Comedy, Drama, Romance"
86,Un Conte de No�l (A Christmas Tale),132,"Art House & International, Comedy, Drama"
86,Underground,35,"Art House & International, Comedy, Drama"
85,"21 Jump Street",220,"Action & Adventure, Comedy"
85,"500 Days of Summer",229,"Comedy, Drama, Romance"
85,A Better Life,105,Drama
85,A Simple Favor,236,Mystery & Suspense
85,A Single Man,190,Drama
85,A Song for Martin,27,"Art House & International, Drama"
85,A Tale of Two Sisters,60,"Art House & International, Drama, Horror, Mystery & Suspense"
85,An Ideal Husband,65,Comedy
85,Anastasia,54,"Action & Adventure, Animation, Drama, Kids & Family"
85,Brian's Song,13,"Classics, Drama, Television"
85,Creature from the Black Lagoon,33,"Classics, Cult Movies, Horror, Science Fiction & Fantasy"
85,"Cry, the Beloved Country",13,Drama
85,Escape from New York,62,"Action & Adventure, Science Fiction & Fantasy"
85,Ghost Town,184,"Comedy, Documentary, Science Fiction & Fantasy, Special Interest"
85,Houdini,13,"Classics, Drama"
85,Hurricane on the Bayou,20,"Documentary, Special Interest"
85,King of Kings,20,"Classics, Drama, Faith & Spirituality"
85,Le Proc?s (The Trial),33,"Art House & International, Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy"
85,Me and Orson Welles,156,"Art House & International, Comedy, Drama"
85,Mysterious Island,13,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
85,Pennies From Heaven,26,"Drama, Musical & Performing Arts, Romance"
85,Pollyanna,13,"Drama, Kids & Family"
85,Poltergeist,61,Horror
85,Puss in Boots,150,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy"
85,The 40 Year Old Virgin,185,Comedy
85,The Getaway,20,"Action & Adventure, Classics, Drama"
85,The Hit,13,"Action & Adventure, Comedy, Drama, Mystery & Suspense"
85,The Nutty Professor,26,"Classics, Comedy"
85,The Omen,48,"Classics, Horror, Mystery & Suspense"
85,The Panic in Needle Park,13,"Classics, Drama"
85,The Princess and the Frog,193,"Animation, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance"
85,The Take,13,"Action & Adventure, Drama, Mystery & Suspense"
85,Tyson,144,"Documentary, Sports & Fitness"
85,Unconscious,26,"Art House & International, Comedy, Drama, Mystery & Suspense"
84,"13 Tzameti",67,"Art House & International, Drama, Mystery & Suspense"
84,"22 Jump Street",218,"Action & Adventure, Comedy"
84,A United Kingdom,159,"Drama, Romance"
84,Emma,50,"Comedy, Romance"
84,George Washington,61,"Art House & International, Drama"
84,Get Carter,32,"Action & Adventure, Drama, Mystery & Suspense"
84,Imitation of Life,25,"Classics, Drama"
84,In Cold Blood,37,Drama
84,Independent Lens,50,"Documentary, Special Interest"
84,JFK,62,"Drama, Mystery & Suspense"
84,Last Night,49,"Comedy, Drama"
84,Pit and the Pendulum (The Pit and the Pendulum),19,"Cult Movies, Horror"
84,Skin,64,"Art House & International, Drama, Mystery & Suspense"
84,State of Play,213,"Drama, Mystery & Suspense"
84,Stonewall Uprising,31,"Documentary, Special Interest"
84,The Ghost Writer,205,"Drama, Mystery & Suspense"
84,The Rookie,153,Drama
84,The Thing,62,"Horror, Science Fiction & Fantasy"
83,"13 Rue Madeleine",6,"Action & Adventure, Classics, Drama, Mystery & Suspense"
83,"9 Full Moons",6,"Drama, Romance"
83,A Cat in Paris,64,"Animation, Art House & International, Comedy, Kids & Family, Mystery & Suspense"
83,A Necessary Death,12,"Documentary, Drama"
83,All in This Tea,12,"Documentary, Special Interest"
83,Angel Rodriguez,6,"Art House & International, Drama, Television"
83,Apr?s lui,6,Drama
83,Avalon,24,Drama
83,Bananas!,6,"Art House & International, Documentary, Special Interest"
83,Billy the Kid,30,"Documentary, Special Interest"
83,Cold Comfort Farm,40,"Art House & International, Comedy"
83,Collapse,41,"Documentary, Special Interest"
83,Day of the Dead,36,Horror
83,Doctor Zhivago,46,"Classics, Drama, Television, Romance"
83,Dressed to Kill,47,"Drama, Horror, Mystery & Suspense"
83,Far North,6,Drama
83,Fifty Dead Men Walking,52,"Action & Adventure, Drama"
83,Garbage Warrior,6,"Documentary, Musical & Performing Arts"
83,Heart of the Beholder,6,"Drama, Faith & Spirituality"
83,Hidden Agenda,18,"Drama, Mystery & Suspense"
83,Hot Shots!,24,Comedy
83,Kannathil Muthamittal (A Peck on the Cheek),6,"Art House & International, Drama"
83,L.I.E.,84,"Art House & International, Drama"
83,La Ciudad (The City),12,"Art House & International, Drama"
83,Little Women,6,"Classics, Drama, Kids & Family, Romance"
83,Madeinusa,6,"Art House & International, Comedy, Drama"
83,Madeleine,6,"Classics, Drama"
83,No Impact Man: The Documentary,48,"Documentary, Special Interest"
83,Nollywood Babylon,6,Documentary
83,Salaam Namaste,6,"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance"
83,Skid Row,6,"Documentary, Special Interest"
83,State Fair,6,"Classics, Musical & Performing Arts"
83,Svengali,6,"Classics, Drama, Horror, Mystery & Suspense"
83,Teacher's Pet,6,"Classics, Comedy, Drama, Romance"
83,The Chase,6,"Classics, Drama"
83,The Gathering Storm,6,"Drama, Television"
83,The Goodbye Girl,18,"Comedy, Romance"
83,The Hurricane,113,"Drama, Mystery & Suspense, Sports & Fitness"
83,The Italian Job,29,"Action & Adventure, Classics, Comedy, Drama, Mystery & Suspense"
83,The Others,161,"Horror, Mystery & Suspense"
83,The Rainmaker,46,"Drama, Mystery & Suspense"
83,The Rape of Europa,46,"Documentary, Musical & Performing Arts"
83,The Razor's Edge,6,"Classics, Drama, Romance"
83,The Ten Commandments,6,"Classics, Drama, Faith & Spirituality"
83,The Three Musketeers,12,"Action & Adventure, Comedy"
83,Trumbo,54,"Documentary, Television"
83,Warrior,189,"Action & Adventure, Drama"
82,"1",11,"Horror, Mystery & Suspense"
82,"1001 Grams",22,Drama
82,"61*",17,"Drama, Television"
82,"9 to 5",38,"Classics, Comedy"
82,A Man for All Seasons,38,"Classics, Drama"
82,All or Nothing,92,"Art House & International, Comedy, Documentary, Drama"
82,Amu,22,Drama
82,Barcelona,34,"Comedy, Drama, Romance"
82,Delirious,60,"Comedy, Drama"
82,Earth Days,33,"Documentary, Special Interest"
82,Elizabeth,61,Drama
82,"Goodbye, Mr. Chips",17,"Art House & International, Classics, Comedy, Drama, Romance"
82,Hud,28,"Classics, Drama"
82,Invaders from Mars,11,"Classics, Science Fiction & Fantasy"
82,Meeting Resistance,22,"Documentary, Special Interest"
82,Merlin,11,"Action & Adventure, Drama, Science Fiction & Fantasy"
82,Swiss Family Robinson,22,"Action & Adventure, Kids & Family"
82,The Doctor,17,Drama
82,The General,49,Drama
82,The Party,22,"Classics, Comedy"
82,The Sundowners,11,"Action & Adventure, Classics, Drama"
82,The Wild Hunt,11,"Drama, Mystery & Suspense, Science Fiction & Fantasy"
82,Tumbleweeds,68,"Comedy, Drama"
82,We Live in Public,50,"Documentary, Special Interest"
81,A Hard Day,32,"Action & Adventure, Art House & International, Drama"
81,A Master Builder,32,Documentary
81,A Town Called Panic (Panique au village),75,"Action & Adventure, Animation, Art House & International, Kids & Family"
81,Alice in Wonderland,31,"Animation, Classics, Comedy, Kids & Family, Science Fiction & Fantasy"
81,Bakjwi (Thirst),114,"Art House & International, Drama, Horror"
81,Colors,32,"Action & Adventure, Drama"
81,Despicable Me,197,"Animation, Comedy, Kids & Family"
81,Fahrenheit 451,36,"Classics, Science Fiction & Fantasy"
81,Flesh & Blood (Flesh+Blood) (The Rose and the Sword),16,"Action & Adventure, Drama"
81,Happiness,48,"Comedy, Drama"
81,Lars and the Real Girl,137,Comedy
81,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,59,"Documentary, Sports & Fitness"
81,Prima Ballerina,26,"Art House & International, Special Interest"
81,The Hole,36,"Kids & Family, Mystery & Suspense, Science Fiction & Fantasy"
81,The Longest Yard,32,"Action & Adventure, Classics, Comedy, Drama"
81,The Pirates of Penzance,16,"Action & Adventure, Classics, Comedy, Musical & Performing Arts"
81,Venkovsk� Ucitel (The Country Teacher),26,"Art House & International, Drama"
80,"10 MPH",5,"Documentary, Special Interest"
80,"16 Years of Alcohol",15,"Art House & International, Drama"
80,"20 Million Miles to Earth",10,"Classics, Horror, Musical & Performing Arts, Science Fiction & Fantasy"
80,"21 Grams",183,Drama
80,"22-Jul",122,Drama
80,"24: Redemption",20,"Action & Adventure, Drama, Mystery & Suspense, Television"
80,"30 Miles from Nowhere",10,Comedy
80,"42",189,Drama
80,A Boy Called Sailboat,15,Drama
80,A Brony Tale,10,"Comedy, Documentary, Drama, Special Interest"
80,A Crooked Somebody,10,"Drama, Mystery & Suspense"
80,A Fortunate Man (Lykke-Per),5,Drama
80,A Letter to Momo,30,"Animation, Drama, Kids & Family"
80,Bandwagon,5,Comedy
80,Black Beauty,15,"Action & Adventure, Drama, Kids & Family"
80,Born to Kill,5,"Classics, Drama"
80,Breakdown,51,"Action & Adventure, Drama, Mystery & Suspense"
80,Casino,64,Drama
80,Coma,25,"Action & Adventure, Mystery & Suspense"
80,Countdown,5,"Action & Adventure, Documentary, Drama, Mystery & Suspense, Science Fiction & Fantasy"
80,Daddy Longlegs,30,"Comedy, Drama"
80,Dance of the Dead,5,"Action & Adventure, Horror"
80,Dangerous,5,"Classics, Drama"
80,Dark Water,15,"Art House & International, Horror, Mystery & Suspense"
80,Eid milad Laila (Laila's Birthday),10,"Art House & International, Comedy, Drama"
80,"Farewell, My Lovely",20,"Classics, Drama, Mystery & Suspense"
80,Festival,10,"Comedy, Drama, Musical & Performing Arts"
80,Flash Gordon,40,"Action & Adventure, Comedy, Science Fiction & Fantasy"
80,Georgia,25,"Art House & International, Drama, Musical & Performing Arts, Mystery & Suspense"
80,Gettysburg,20,"Classics, Drama"
80,Hallelujah,10,"Classics, Drama, Musical & Performing Arts"
80,High Life,5,Comedy
80,In Debt We Trust,5,"Documentary, Special Interest"
80,Ivanhoe,15,"Action & Adventure, Art House & International, Classics, Drama, Romance"
80,Journey Into Amazing Caves,10,"Documentary, Musical & Performing Arts, Special Interest"
80,Life Is Beautiful (La Vita ? bella),87,"Art House & International, Comedy, Drama"
80,Love on the Run,5,"Classics, Comedy, Romance"
80,Never Forever,20,"Art House & International, Drama"
80,Nurse.Fighter.Boy,5,Drama
80,Okuribito (Departures),108,"Art House & International, Drama"
80,One Week,10,Drama
80,Peter Pan,35,"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy"
80,Posse,5,"Action & Adventure, Western"
80,Rock 'n' Roll High School,25,Comedy
80,Silver Streak,20,"Action & Adventure, Comedy, Romance"
80,Sinbad the Sailor,5,"Action & Adventure, Drama, Science Fiction & Fantasy, Romance"
80,The Adventures of Mark Twain,5,"Action & Adventure, Animation, Kids & Family"
80,The Border,10,"Action & Adventure, Drama, Mystery & Suspense"
80,The Hammer,40,Comedy
80,The Thin Red Line,99,"Action & Adventure, Drama"
80,Three Blind Mice,5,"Comedy, Drama"
80,Triangle,40,Mystery & Suspense
79,"10 Questions for the Dalai Lama",14,"Documentary, Special Interest, Faith & Spirituality"
79,"100 Bloody Acres",38,"Comedy, Horror"
79,"1408",175,"Horror, Mystery & Suspense"
79,"1984",24,"Drama, Science Fiction & Fantasy, Romance"
79,"24 Days",19,Drama
79,"3 Hearts (3 coeurs)",39,"Drama, Romance"
79,A Crude Awakening: The Oil Crash,14,"Documentary, Special Interest"
79,A Walk Into the Sea: Danny Williams and the Warhol Factory,24,"Documentary, Musical & Performing Arts, Television"
79,Black Water,19,"Horror, Mystery & Suspense"
79,Bus Stop,14,"Comedy, Drama, Romance"
79,Bustin' Down the Door,38,"Documentary, Sports & Fitness"
79,Iris,110,"Drama, Romance"
79,Red Eye,193,"Action & Adventure, Mystery & Suspense"
79,Rudyard Kipling's The Jungle Book,38,"Action & Adventure, Drama, Kids & Family"
79,Scream,71,"Horror, Mystery & Suspense"
79,Singles,52,"Comedy, Drama, Romance"
79,Sorcerer,39,"Action & Adventure, Mystery & Suspense"
79,The Bank Job,146,"Drama, Mystery & Suspense"
79,The Enforcer,28,"Action & Adventure, Drama, Mystery & Suspense"
79,The Garden,24,"Documentary, Special Interest"
79,The Informant!,229,"Comedy, Drama, Mystery & Suspense"
79,The Poseidon Adventure,24,"Action & Adventure, Drama, Mystery & Suspense"
79,The Postman Always Rings Twice,14,"Drama, Mystery & Suspense"
79,Traveller,28,"Comedy, Drama, Mystery & Suspense"
79,Why We Fight,112,"Documentary, Special Interest"
78,"1982",9,Drama
78,"2 Autumns, 3 Winters",9,"Art House & International, Comedy, Drama"
78,"25th Hour",174,Drama
78,A Cop (Un Flic),18,"Art House & International, Drama"
78,A Dangerous Method,184,"Drama, Mystery & Suspense"
78,A Jihad for Love,32,"Documentary, Special Interest"
78,A Thousand Years of Good Prayers,37,"Art House & International, Drama, Romance"
78,A Very Long Engagement,148,"Art House & International, Drama, Romance"
78,After Sex,18,"Art House & International, Comedy, Drama"
78,Beloved,67,"Drama, Horror"
78,"Bon Cop, Bad Cop",9,"Action & Adventure, Comedy"
78,Canvas,27,Drama
78,Copycat,37,"Drama, Horror, Mystery & Suspense"
78,Dogfight,18,"Drama, Romance"
78,Frantic,41,"Action & Adventure, Drama, Mystery & Suspense"
78,Hardcore,23,Drama
78,Lou Reed's Berlin,32,"Documentary, Musical & Performing Arts"
78,Moulin Rouge,9,"Classics, Drama, Musical & Performing Arts"
78,Nicholas Nickleby,126,Drama
78,Outrage,60,Documentary
78,Rab Ne Bana Di Jodi (A Couple Made by God) (A Match Made in Heaven),9,Romance
78,Romeo and Juliet,9,"Classics, Drama, Romance"
78,Scarecrow,23,"Classics, Drama"
78,The Bounty,18,"Action & Adventure, Drama"
78,The Browning Version,18,"Art House & International, Drama"
78,The End of the Line,46,"Documentary, Special Interest"
78,The Fury,27,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy"
78,The Gambler,9,"Classics, Drama"
78,The Hangover,238,Comedy
78,The Pledge,124,"Drama, Mystery & Suspense"
78,The Sunshine Boys,23,"Classics, Comedy, Drama"
78,The Three Musketeers,9,"Action & Adventure, Classics, Comedy, Drama, Romance"
78,You Kill Me,114,"Comedy, Drama, Romance"
77,"13 Cameras",13,Horror
77,"7 Chinese Brothers",35,Comedy
77,A Coffee in Berlin,52,"Comedy, Drama"
77,A Street Cat Named Bob,64,"Comedy, Drama"
77,A Summer In Genoa,44,Drama
77,Angel Heart,26,"Drama, Mystery & Suspense"
77,Braveheart,75,"Action & Adventure, Classics, Drama"
77,Cool Runnings,35,Comedy
77,Freeway,39,"Drama, Mystery & Suspense"
77,Mansfield Park,70,"Comedy, Drama, Romance"
77,Obsession,22,"Drama, Mystery & Suspense"
77,Recount,31,"Comedy, Drama, Television"
77,The Debt,183,"Drama, Mystery & Suspense"
77,The Life and Times of Allen Ginsberg,13,"Documentary, Special Interest"
77,The Mask,52,"Action & Adventure, Comedy, Science Fiction & Fantasy"
77,The Men,13,"Classics, Drama"
77,The Time Machine,35,"Action & Adventure, Classics, Science Fiction & Fantasy"
77,Top Secret!,35,Comedy
77,Uncovered: The War on Iraq,48,"Documentary, Special Interest"
76,"3 Backyards",17,Drama
76,A Guide to Recognizing Your Saints,94,Drama
76,A Late Quartet,113,Drama
76,A Murder In The Park,17,"Documentary, Mystery & Suspense"
76,Appaloosa,163,"Action & Adventure, Western"
76,Boomerang!,17,"Classics, Drama, Mystery & Suspense"
76,Charlotte's Web,21,"Animation, Kids & Family"
76,Chevolution,17,"Documentary, Musical & Performing Arts"
76,Crips and Bloods: Made in America,21,"Documentary, Special Interest"
76,Damn Yankees,17,"Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy"
76,Kick-Ass,258,"Action & Adventure, Comedy, Drama"
76,On the Beach,21,"Classics, Drama, Science Fiction & Fantasy"
76,"OSS 117: Le Caire Nid d'Espions (OSS 117: Cairo, Nest of Spies)",59,"Action & Adventure, Art House & International, Comedy"
76,Peter Pan,144,"Kids & Family, Science Fiction & Fantasy"
76,Poison,21,"Art House & International, Drama, Horror"
76,Scanners,33,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
76,Splice,192,"Horror, Science Fiction & Fantasy"
76,The Children,17,Horror
76,The Contender,130,"Drama, Mystery & Suspense"
76,Tony,17,"Drama, Horror, Mystery & Suspense"
76,Unmade Beds,29,"Comedy, Drama"
76,White Christmas,42,"Classics, Kids & Family, Musical & Performing Arts, Special Interest"
75,"11/8/16",12,Documentary
75,"112 Weddings",16,"Documentary, Special Interest, Romance"
75,"4 (Chetyre)",28,"Art House & International, Drama, Special Interest"
75,"8 Mile",213,Drama
75,A Hole in the Head,8,"Classics, Comedy, Drama, Musical & Performing Arts"
75,A Man and a Woman,16,"Art House & International, Drama, Romance"
75,A Single Girl,16,"Art House & International, Drama"
75,Alice,28,"Comedy, Drama, Romance"
75,Arven (The Inheritance),36,"Art House & International, Drama"
75,Attack of the 50 Foot Woman,12,"Classics, Science Fiction & Fantasy"
75,Big Fish,218,"Comedy, Drama"
75,Black Sun,8,"Documentary, Musical & Performing Arts, Special Interest"
75,Calamity Jane,20,"Classics, Comedy, Musical & Performing Arts, Western, Romance"
75,Cape Fear,48,"Drama, Mystery & Suspense"
75,Dead End,8,"Comedy, Horror, Mystery & Suspense"
75,Death & Texas,8,"Comedy, Drama"
75,Eyewitness,12,"Horror, Mystery & Suspense"
75,Fatal Attraction,48,"Drama, Mystery & Suspense"
75,Five Minutes of Heaven,44,Drama
75,Four Flies on Grey Velvet (4 mosche di velluto grigio),8,"Art House & International, Drama, Horror, Mystery & Suspense"
75,It's Alive,20,"Classics, Drama, Horror, Mystery & Suspense"
75,Life is a Bed of Roses,8,"Art House & International, Comedy, Drama"
75,Look Both Ways,57,"Comedy, Drama"
75,Michael Moore Hates America,8,"Art House & International, Documentary, Drama, Special Interest, Television"
75,Nine Lives,85,Drama
75,Private Parts,53,"Comedy, Drama"
75,Project X,20,"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy"
75,Ransom,72,"Action & Adventure, Drama, Mystery & Suspense"
75,Road to Victory,8,"Art House & International, Drama, Sports & Fitness"
75,Scrooge,16,"Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy"
75,Sweet Bird of Youth,16,"Classics, Drama"
75,The Brotherhood,8,"Action & Adventure, Classics, Drama"
75,The Chosen,12,Drama
75,The Eclipse,84,"Art House & International, Drama, Horror, Romance"
75,The Entertainer,12,"Art House & International, Classics, Drama, Musical & Performing Arts"
75,The Firm,55,"Drama, Mystery & Suspense"
75,The Horse Boy,32,"Documentary, Special Interest, Sports & Fitness"
75,The Little Drummer Boy,12,"Animation, Art House & International, Kids & Family"
75,The Love Bug,16,"Action & Adventure, Classics, Comedy, Kids & Family, Science Fiction & Fantasy"
75,The Matador,154,"Action & Adventure, Comedy, Drama, Mystery & Suspense"
75,The Negotiator,56,"Action & Adventure, Mystery & Suspense"
75,Whatever,16,Drama
74,A Lonely Place to Die,31,"Action & Adventure, Mystery & Suspense"
74,A Man Named Pearl,31,"Documentary, Special Interest"
74,A Nightmare on Elm Street 3: Dream Warriors,35,Horror
74,A Royal Night Out,72,"Art House & International, Drama, Mystery & Suspense, Romance"
74,Charlotte Bronte's Jane Eyre,27,"Drama, Romance"
74,Chocolate,34,"Action & Adventure, Art House & International"
74,Crash,237,Drama
74,Elegy,121,Drama
74,Ghost,66,"Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance"
74,Hamlet,34,"Drama, Romance"
74,Julia,57,"Art House & International, Drama, Mystery & Suspense"
74,Les Miserables,43,"Drama, Special Interest"
74,Splinter,35,"Horror, Mystery & Suspense"
74,Sunshine,65,"Classics, Drama"
74,The Count of Monte Cristo,144,"Action & Adventure, Drama"
74,The Great Race,23,"Action & Adventure, Classics, Comedy, Kids & Family, Romance"
74,The Jazz Singer,27,"Classics, Drama, Musical & Performing Arts"
74,Tommy,27,"Drama, Musical & Performing Arts"
73,$9.99 ,55,"Animation, Art House & International, Comedy"
73,A Christmas Prince,11,"Comedy, Drama, Romance"
73,A Perfect Day,55,"Art House & International, Drama"
73,Almost Peaceful,30,"Art House & International, Drama"
73,Bent,22,"Drama, Romance"
73,Cavite,40,"Art House & International, Horror, Mystery & Suspense"
73,Clean,66,"Art House & International, Drama"
73,Crossroads,15,Drama
73,Darfur Now,59,"Documentary, Drama, Musical & Performing Arts, Special Interest"
73,Frosty the Snowman,15,"Animation, Kids & Family"
73,Mr. Untouchable,26,Documentary
73,NoBody's Perfect,11,"Art House & International, Documentary, Drama, Special Interest, Sports & Fitness"
73,Separate Tables,15,"Classics, Drama"
73,Sky High,130,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy"
73,The Burrowers,11,"Horror, Mystery & Suspense, Western"
73,The Game,56,Mystery & Suspense
73,The Good Soldier,15,"Documentary, Drama, Special Interest, Television"
73,The Matador,15,"Documentary, Special Interest"
73,The Meerkats,11,Documentary
73,The Road,213,"Drama, Mystery & Suspense, Science Fiction & Fantasy"
73,The Score,128,"Action & Adventure, Drama"
72,"11 Minutes (11 Minut)",18,"Art House & International, Drama, Mystery & Suspense"
72,A Hologram for the King,145,Drama
72,Enigma,106,"Drama, Mystery & Suspense"
72,Far From the Madding Crowd,25,"Drama, Romance"
72,Fuel,18,"Documentary, Special Interest"
72,Get Him to the Greek,199,Comedy
72,I Sell the Dead,46,"Comedy, Horror"
72,Piranha,25,"Comedy, Horror, Science Fiction & Fantasy"
72,The Best Man,71,"Comedy, Drama"
72,The Boys Are Back,123,Drama
72,The Company,134,"Art House & International, Drama, Musical & Performing Arts"
72,The Cottage,18,Horror
72,The Last Man on Earth,18,"Drama, Horror, Science Fiction & Fantasy"
72,The Midnight Meat Train,32,"Drama, Horror, Mystery & Suspense"
71,"1,000 Times Good Night",55,Drama
71,"28 Weeks Later...",194,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
71,A Great Wall,7,"Art House & International, Comedy, Drama"
71,Adrift,14,"Art House & International, Drama"
71,Angel and the Badman,7,"Classics, Western, Romance"
71,Around the World in 80 Days,38,"Action & Adventure, Comedy, Drama, Kids & Family"
71,Black Christmas,31,"Horror, Mystery & Suspense"
71,Blue Steel,21,"Action & Adventure, Drama, Mystery & Suspense"
71,Dick,73,Comedy
71,Disfigured,7,"Comedy, Drama"
71,Dummy,34,"Comedy, Drama"
71,Endgame,7,"Drama, Mystery & Suspense"
71,Hamlet,7,"Drama, Television"
71,Hustle,7,"Action & Adventure, Classics, Drama, Mystery & Suspense"
71,It Could Happen to You,34,"Comedy, Drama, Romance"
71,My Blue Heaven,17,Comedy
71,Nicholas and Alexandra,14,"Art House & International, Classics, Drama"
71,Return to Paradise,45,"Drama, Mystery & Suspense"
71,Rush,28,"Action & Adventure, Drama, Mystery & Suspense"
71,Scared Stiff,7,"Classics, Comedy, Mystery & Suspense"
71,Tales of Terror,14,"Classics, Comedy, Cult Movies, Horror, Mystery & Suspense"
71,Target,7,"Action & Adventure, Drama, Mystery & Suspense"
71,That Championship Season,7,Drama
71,The Big Empty,7,"Action & Adventure, Comedy, Science Fiction & Fantasy"
71,The Crazies,154,"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy"
71,The Great Buck Howard,93,"Comedy, Drama"
71,The Hunchback of Notre Dame,56,"Animation, Drama, Kids & Family"
